filename,label,meter,alt_meter
dataset/20241025095704.wav,four,4,8
dataset/20241025103350.wav,four,4,8
dataset/20241025103716.wav,four,4,8
dataset/20241025102553.wav,four,4,8
dataset/20241025093655.wav,four,4,8
dataset/20241025102947.wav,four,4,8
dataset/20241025105646.wav,three,3,6
dataset/20241025101517.wav,three,3,6
dataset/20241025102708.wav,four,4,8
dataset/20241025110630.wav,three,3,6
dataset/20241025104118.wav,four,4,8
dataset/20241025095357.wav,four,4,8
dataset/20241025103637.wav,four,4,8
dataset/20241025110148.wav,four,4,8
dataset/20241025110608.wav,four,4,8
dataset/20241025102015.wav,four,4,8
dataset/20241025101426.wav,four,4,8
dataset/20241025095048.wav,three,3,6
dataset/20241025095433.wav,four,4,8
dataset/20241025100452.wav,four,4,8
dataset/20241025105901.wav,three,3,6
dataset/20241025094119.wav,three,3,6
dataset/20241025102637.wav,three,3,6
dataset/20241025095225.wav,four,4,8
dataset/20241025095723.wav,three,3,6
dataset/20241025110136.wav,four,4,8
dataset/20241025100001.wav,four,4,8
dataset/20241025104232.wav,four,4,8
dataset/20241025100903.wav,three,3,6
dataset/20241025095646.wav,four,4,8
dataset/20241025105558.wav,three,3,6
dataset/20241025110931.wav,three,3,6
dataset/20241025093001.wav,four,4,8
dataset/20241025101017.wav,four,4,8
