filename,label,meter,alt_meter
/GTZAN/reggae.00057.wav,four,4,2
/GTZAN/jazz.00008.wav,four,4,2
/MAG/00366.wav,five,5,7
/MAG/00542.wav,three,3,6
/GTZAN/classical.00048.wav,five,5,7
/MAG/00477.wav,three,3,6
/GTZAN/rock.00083.wav,four,4,2
/GTZAN/hiphop.00099.wav,four,4,2
/FMA/007208.wav,four,4,2
/GTZAN/rock.00013.wav,four,4,2
/FMA/009658.wav,four,4,2
/GTZAN/disco.00013.wav,four,4,2
/MAG/00037.wav,three,3,6
/GTZAN/pop.00022.wav,four,4,2
/MAG/00802.wav,three,3,6
/MAG/00516.wav,three,3,6
/MAG/00185.wav,seven,7,5
/GTZAN/blues.00025.wav,four,4,2
/GTZAN/hiphop.00034.wav,four,4,2
/MAG/00882.wav,three,3,6
/FMA/007194.wav,four,4,2
/FMA/013470.wav,three,3,6
/MAG/00283.wav,three,3,6
/MAG/00886.wav,seven,7,5
/FMA/006611.wav,four,4,2
/MAG/00857.wav,three,3,6
/FMA/006461.wav,four,4,2
/MAG/00318.wav,three,3,6
/FMA/004235.wav,four,4,2
/OWN/0085.wav,seven,7,5
/FMA/008491.wav,four,4,2
/MAG/00737.wav,three,3,6
/GTZAN/blues.00048.wav,four,4,2
/GTZAN/metal.00020.wav,four,4,2
/FMA/034526.wav,three,3,6
/FMA/149520.wav,five,5,7
/GTZAN/blues.00089.wav,four,4,2
/MAG/00350.wav,five,5,7
/GTZAN/pop.00012.wav,three,3,6
/GTZAN/reggae.00017.wav,four,4,2
/MAG/00703.wav,three,3,6
/MAG/00564.wav,three,3,6
/FMA/009492.wav,four,4,2
/MAG/00338.wav,five,5,7
/OWN/0119.wav,seven,7,5
/GTZAN/blues.00074.wav,four,4,2
/GTZAN/reggae.00054.wav,four,4,2
/GTZAN/country.00064.wav,four,4,2
/GTZAN/classical.00096.wav,three,3,6
/GTZAN/rock.00090.wav,four,4,2
/GTZAN/rock.00045.wav,four,4,2
/GTZAN/pop.00053.wav,three,3,6
/GTZAN/reggae.00027.wav,four,4,2
/GTZAN/jazz.00068.wav,four,4,2
/FMA/006854.wav,three,3,6
/FMA/007453.wav,four,4,2
/MAG/00534.wav,three,3,6
/MAG/00832.wav,three,3,6
/FMA/108015.wav,three,3,6
/MAG/00030.wav,three,3,6
/MAG/00482.wav,three,3,6
/FMA/006593.wav,four,4,2
/GTZAN/metal.00063.wav,four,4,2
/GTZAN/pop.00021.wav,four,4,2
/FMA/080351.wav,five,5,7
/FMA/122180.wav,three,3,6
/FMA/040240.wav,three,3,6
/GTZAN/metal.00098.wav,four,4,2
/MAG/00632.wav,three,3,6
/MAG/00782.wav,three,3,6
/GTZAN/blues.00013.wav,four,4,2
/MAG/00824.wav,three,3,6
/FMA/031578.wav,three,3,6
/FMA/006537.wav,four,4,2
/MAG/00328.wav,three,3,6
/GTZAN/blues.00095.wav,four,4,2
/MAG/00284.wav,three,3,6
/FMA/003492.wav,four,4,2
/MAG/00844.wav,three,3,6
/MAG/00098.wav,three,3,6
/FMA/062168.wav,three,3,6
/GTZAN/country.00043.wav,four,4,2
/GTZAN/reggae.00095.wav,four,4,2
/MAG/00372.wav,five,5,7
/GTZAN/hiphop.00075.wav,four,4,2
/OWN/0071.wav,seven,7,5
/FMA/052946.wav,three,3,6
/FMA/060970.wav,three,3,6
/MAG/00266.wav,three,3,6
/FMA/055715.wav,three,3,6
/GTZAN/hiphop.00091.wav,four,4,2
/OWN/0004.wav,five,5,7
/GTZAN/metal.00032.wav,four,4,2
/MAG/00305.wav,three,3,6
/GTZAN/reggae.00045.wav,four,4,2
/GTZAN/reggae.00093.wav,four,4,2
/GTZAN/hiphop.00055.wav,four,4,2
/GTZAN/blues.00036.wav,four,4,2
/GTZAN/classical.00042.wav,three,3,6
/FMA/099485.wav,three,3,6
/GTZAN/blues.00086.wav,four,4,2
/GTZAN/hiphop.00097.wav,four,4,2
/FMA/060756.wav,seven,7,5
/MAG/00910.wav,three,3,6
/MAG/00501.wav,three,3,6
/FMA/006333.wav,four,4,2
/MAG/00785.wav,three,3,6
/MAG/0001.wav,three,3,6
/GTZAN/jazz.00004.wav,three,3,6
/GTZAN/pop.00002.wav,four,4,2
/FMA/006440.wav,four,4,2
/MAG/00273.wav,three,3,6
/FMA/005104.wav,four,4,2
/MAG/00295.wav,three,3,6
/OWN/0139.wav,seven,7,5
/MAG/00697.wav,three,3,6
/GTZAN/jazz.00020.wav,four,4,2
/MAG/00778.wav,three,3,6
/MAG/00260.wav,three,3,6
/FMA/081944.wav,three,3,6
/MAG/00776.wav,three,3,6
/GTZAN/jazz.00070.wav,four,4,2
/FMA/005162.wav,four,4,2
/MAG/00725.wav,three,3,6
/MAG/00476.wav,three,3,6
/FMA/126401.wav,three,3,6
/FMA/004520.wav,five,5,7
/MAG/00363.wav,five,5,7
/GTZAN/hiphop.00080.wav,four,4,2
/FMA/006856.wav,three,3,6
/GTZAN/country.00039.wav,four,4,2
/MAG/00498.wav,three,3,6
/MAG/00822.wav,three,3,6
/GTZAN/rock.00098.wav,four,4,2
/GTZAN/disco.00056.wav,four,4,2
/GTZAN/jazz.00033.wav,four,4,2
/FMA/006664.wav,four,4,2
/FMA/002097.wav,four,4,2
/MAG/00888.wav,five,5,7
/MAG/00058.wav,five,5,7
/MAG/00207.wav,three,3,6
/GTZAN/rock.00034.wav,four,4,2
/OWN/0088.wav,seven,7,5
/FMA/125873.wav,three,3,6
/FMA/006464.wav,four,4,2
/FMA/123837.wav,five,5,7
/GTZAN/reggae.00015.wav,four,4,2
/MAG/00923.wav,three,3,6
/FMA/118725.wav,three,3,6
/GTZAN/jazz.00045.wav,four,4,2
/MAG/00805.wav,three,3,6
/OWN/0083.wav,seven,7,5
/MAG/00244.wav,three,3,6
/GTZAN/country.00087.wav,four,4,2
/FMA/003721.wav,four,4,2
/MAG/00193.wav,seven,7,5
/MAG/00588.wav,three,3,6
/GTZAN/disco.00047.wav,four,4,2
/MAG/00674.wav,three,3,6
/GTZAN/jazz.00088.wav,four,4,2
/GTZAN/disco.00041.wav,three,3,6
/MAG/00191.wav,seven,7,5
/FMA/134932.wav,five,5,7
/GTZAN/blues.00038.wav,four,4,2
/GTZAN/blues.00031.wav,four,4,2
/MAG/00256.wav,three,3,6
/FMA/139523.wav,three,3,6
/GTZAN/disco.00032.wav,four,4,2
/FMA/005270.wav,four,4,2
/GTZAN/reggae.00065.wav,four,4,2
/FMA/011396.wav,three,3,6
/MAG/00897.wav,three,3,6
/GTZAN/metal.00001.wav,four,4,2
/MAG/00759.wav,three,3,6
/MAG/00580.wav,three,3,6
/MAG/00201.wav,three,3,6
/FMA/068851.wav,three,3,6
/MAG/00786.wav,three,3,6
/FMA/004511.wav,four,4,2
/MAG/00663.wav,three,3,6
/GTZAN/reggae.00050.wav,four,4,2
/MAG/0003.wav,three,3,6
/FMA/133638.wav,three,3,6
/GTZAN/pop.00096.wav,four,4,2
/GTZAN/rock.00065.wav,four,4,2
/MAG/00793.wav,three,3,6
/MAG/00335.wav,five,5,7
/FMA/004778.wav,four,4,2
/MAG/00620.wav,three,3,6
/FMA/006357.wav,four,4,2
/FMA/027547.wav,three,3,6
/MAG/00544.wav,three,3,6
/GTZAN/pop.00042.wav,four,4,2
/MAG/00060.wav,five,5,7
/FMA/095411.wav,five,5,7
/GTZAN/jazz.00072.wav,four,4,2
/FMA/014586.wav,three,3,6
/MAG/00916.wav,three,3,6
/GTZAN/reggae.00039.wav,four,4,2
/GTZAN/classical.00016.wav,three,3,6
/GTZAN/country.00052.wav,three,3,6
/FMA/089477.wav,three,3,6
/GTZAN/jazz.00084.wav,four,4,2
/MAG/00768.wav,three,3,6
/OWN/0147.wav,seven,7,5
/FMA/007203.wav,four,4,2
/FMA/042240.wav,five,5,7
/MAG/00900.wav,three,3,6
/GTZAN/jazz.00014.wav,four,4,2
/GTZAN/blues.00028.wav,four,4,2
/GTZAN/metal.00007.wav,four,4,2
/GTZAN/country.00069.wav,three,3,6
/GTZAN/metal.00092.wav,four,4,2
/GTZAN/disco.00008.wav,four,4,2
/GTZAN/blues.00075.wav,four,4,2
/GTZAN/pop.00035.wav,four,4,2
/FMA/136137.wav,three,3,6
/FMA/145751.wav,three,3,6
/GTZAN/disco.00050.wav,four,4,2
/GTZAN/jazz.00099.wav,three,3,6
/MAG/00827.wav,three,3,6
/FMA/148162.wav,three,3,6
/MAG/00174.wav,five,5,7
/GTZAN/blues.00062.wav,four,4,2
/MAG/00818.wav,three,3,6
/FMA/122614.wav,three,3,6
/FMA/119592.wav,three,3,6
/FMA/011407.wav,three,3,6
/GTZAN/pop.00034.wav,four,4,2
/FMA/145909.wav,three,3,6
/FMA/008576.wav,four,4,2
/GTZAN/country.00081.wav,four,4,2
/GTZAN/disco.00071.wav,four,4,2
/GTZAN/classical.00081.wav,five,5,7
/FMA/123095.wav,three,3,6
/FMA/005238.wav,four,4,2
/MAG/00110.wav,three,3,6
/MAG/00861.wav,three,3,6
/MAG/00729.wav,three,3,6
/FMA/008023.wav,four,4,2
/FMA/009554.wav,four,4,2
/GTZAN/metal.00093.wav,four,4,2
/GTZAN/rock.00064.wav,five,5,7
/FMA/123502.wav,three,3,6
/GTZAN/disco.00054.wav,four,4,2
/MAG/00161.wav,three,3,6
/MAG/00531.wav,three,3,6
/GTZAN/disco.00082.wav,four,4,2
/OWN/0155.wav,seven,7,5
/GTZAN/hiphop.00073.wav,four,4,2
/GTZAN/hiphop.00007.wav,four,4,2
/GTZAN/rock.00022.wav,four,4,2
/MAG/00468.wav,seven,7,5
/FMA/000134.wav,four,4,2
/FMA/005533.wav,four,4,2
/FMA/092536.wav,three,3,6
/GTZAN/reggae.00059.wav,four,4,2
/GTZAN/disco.00084.wav,four,4,2
/MAG/00669.wav,three,3,6
/OWN/0013.wav,five,5,7
/GTZAN/reggae.00076.wav,four,4,2
/FMA/042648.wav,three,3,6
/FMA/023155.wav,five,5,7
/MAG/00578.wav,three,3,6
/FMA/005531.wav,four,4,2
/GTZAN/disco.00052.wav,four,4,2
/FMA/004074.wav,four,4,2
/GTZAN/rock.00008.wav,four,4,2
/GTZAN/disco.00045.wav,four,4,2
/MAG/00825.wav,three,3,6
/MAG/00240.wav,three,3,6
/MAG/00078.wav,five,5,7
/MAG/00628.wav,three,3,6
/FMA/004836.wav,four,4,2
/MAG/00539.wav,three,3,6
/MAG/00891.wav,five,5,7
/GTZAN/metal.00031.wav,four,4,2
/MAG/00107.wav,three,3,6
/MAG/00496.wav,three,3,6
/GTZAN/reggae.00070.wav,four,4,2
/GTZAN/hiphop.00020.wav,four,4,2
/FMA/009663.wav,four,4,2
/FMA/007489.wav,four,4,2
/FMA/092540.wav,three,3,6
/GTZAN/hiphop.00018.wav,four,4,2
/GTZAN/disco.00042.wav,four,4,2
/MAG/00839.wav,three,3,6
/FMA/005601.wav,four,4,2
/MAG/00585.wav,three,3,6
/FMA/108030.wav,three,3,6
/MAG/00362.wav,five,5,7
/FMA/101078.wav,three,3,6
/MAG/00198.wav,seven,7,5
/GTZAN/metal.00097.wav,four,4,2
/MAG/00590.wav,three,3,6
/FMA/006536.wav,four,4,2
/GTZAN/metal.00026.wav,four,4,2
/OWN/0029.wav,five,5,7
/MAG/00099.wav,three,3,6
/FMA/074389.wav,three,3,6
/FMA/125549.wav,five,5,7
/FMA/008017.wav,four,4,2
/MAG/00472.wav,seven,7,5
/MAG/00664.wav,three,3,6
/MAG/00800.wav,three,3,6
/MAG/00036.wav,three,3,6
/FMA/038829.wav,three,3,6
/GTZAN/metal.00021.wav,four,4,2
/MAG/00421.wav,three,3,6
/FMA/129488.wav,three,3,6
/MAG/00118.wav,three,3,6
/GTZAN/metal.00062.wav,four,4,2
/MAG/00432.wav,three,3,6
/FMA/043437.wav,three,3,6
/FMA/108034.wav,three,3,6
/GTZAN/blues.00006.wav,four,4,2
/OWN/0011.wav,five,5,7
/GTZAN/hiphop.00085.wav,four,4,2
/FMA/008216.wav,four,4,2
/FMA/050621.wav,three,3,6
/FMA/131835.wav,three,3,6
/GTZAN/hiphop.00017.wav,four,4,2
/GTZAN/disco.00016.wav,four,4,2
/MAG/00268.wav,three,3,6
/GTZAN/disco.00053.wav,four,4,2
/FMA/043698.wav,five,5,7
/GTZAN/pop.00032.wav,four,4,2
/FMA/154493.wav,three,3,6
/MAG/00418.wav,three,3,6
/MAG/00582.wav,three,3,6
/MAG/00321.wav,three,3,6
/FMA/091177.wav,three,3,6
/FMA/134794.wav,three,3,6
/GTZAN/reggae.00030.wav,four,4,2
/MAG/00718.wav,three,3,6
/OWN/0030.wav,five,5,7
/GTZAN/reggae.00087.wav,four,4,2
/FMA/108026.wav,three,3,6
/MAG/00221.wav,three,3,6
/GTZAN/hiphop.00068.wav,four,4,2
/MAG/00787.wav,three,3,6
/MAG/00456.wav,three,3,6
/FMA/055952.wav,three,3,6
/GTZAN/metal.00053.wav,four,4,2
/GTZAN/disco.00060.wav,four,4,2
/MAG/00095.wav,three,3,6
/MAG/00918.wav,three,3,6
/MAG/00359.wav,five,5,7
/FMA/092292.wav,three,3,6
/GTZAN/metal.00095.wav,four,4,2
/FMA/058140.wav,three,3,6
/MAG/00437.wav,three,3,6
/FMA/009555.wav,four,4,2
/MAG/00826.wav,three,3,6
/GTZAN/jazz.00086.wav,four,4,2
/FMA/112978.wav,three,3,6
/FMA/005157.wav,four,4,2
/FMA/063356.wav,three,3,6
/GTZAN/hiphop.00028.wav,four,4,2
/FMA/148605.wav,three,3,6
/MAG/00011.wav,three,3,6
/GTZAN/hiphop.00054.wav,four,4,2
/FMA/004519.wav,four,4,2
/FMA/093710.wav,three,3,6
/MAG/00788.wav,three,3,6
/FMA/005534.wav,four,4,2
/MAG/00170.wav,three,3,6
/MAG/00872.wav,three,3,6
/FMA/149080.wav,three,3,6
/FMA/001735.wav,four,4,2
/GTZAN/country.00071.wav,four,4,2
/MAG/00385.wav,seven,7,5
/FMA/008261.wav,four,4,2
/GTZAN/reggae.00084.wav,four,4,2
/FMA/007869.wav,four,4,2
/FMA/009558.wav,four,4,2
/GTZAN/country.00037.wav,three,3,6
/GTZAN/disco.00048.wav,four,4,2
/FMA/008279.wav,four,4,2
/MAG/00463.wav,three,3,6
/FMA/008497.wav,four,4,2
/GTZAN/disco.00025.wav,four,4,2
/MAG/00518.wav,three,3,6
/FMA/009857.wav,four,4,2
/MAG/00172.wav,three,3,6
/GTZAN/jazz.00006.wav,four,4,2
/FMA/006803.wav,four,4,2
/MAG/00181.wav,five,5,7
/MAG/00301.wav,three,3,6
/MAG/00568.wav,three,3,6
/FMA/001736.wav,three,3,6
/FMA/005268.wav,four,4,2
/MAG/00878.wav,three,3,6
/GTZAN/reggae.00082.wav,four,4,2
/FMA/004070.wav,four,4,2
/OWN/0076.wav,seven,7,5
/FMA/075898.wav,three,3,6
/MAG/00452.wav,three,3,6
/FMA/045521.wav,three,3,6
/FMA/037976.wav,three,3,6
/FMA/107572.wav,three,3,6
/GTZAN/country.00023.wav,four,4,2
/MAG/00116.wav,three,3,6
/GTZAN/pop.00071.wav,four,4,2
/MAG/00810.wav,three,3,6
/MAG/00914.wav,three,3,6
/MAG/00052.wav,five,5,7
/MAG/00388.wav,seven,7,5
/GTZAN/rock.00069.wav,three,3,6
/MAG/00227.wav,three,3,6
/MAG/00298.wav,three,3,6
/MAG/00859.wav,three,3,6
/GTZAN/blues.00000.wav,four,4,2
/GTZAN/hiphop.00057.wav,four,4,2
/FMA/007198.wav,four,4,2
/GTZAN/disco.00074.wav,four,4,2
/MAG/00309.wav,three,3,6
/MAG/00327.wav,three,3,6
/FMA/005258.wav,four,4,2
/FMA/121259.wav,seven,7,5
/GTZAN/rock.00068.wav,four,4,2
/OWN/0116.wav,seven,7,5
/GTZAN/hiphop.00019.wav,four,4,2
/GTZAN/pop.00081.wav,four,4,2
/GTZAN/blues.00058.wav,four,4,2
/GTZAN/hiphop.00090.wav,four,4,2
/GTZAN/classical.00023.wav,three,3,6
/FMA/007456.wav,four,4,2
/MAG/00462.wav,three,3,6
/GTZAN/pop.00027.wav,four,4,2
/MAG/00194.wav,seven,7,5
/MAG/00243.wav,three,3,6
/FMA/007762.wav,four,4,2
/MAG/0002.wav,three,3,6
/GTZAN/pop.00087.wav,four,4,2
/MAG/00586.wav,three,3,6
/FMA/044793.wav,three,3,6
/GTZAN/country.00073.wav,four,4,2
/GTZAN/disco.00024.wav,four,4,2
/MAG/00130.wav,three,3,6
/GTZAN/country.00088.wav,four,4,2
/GTZAN/reggae.00032.wav,four,4,2
/GTZAN/disco.00088.wav,four,4,2
/OWN/0141.wav,seven,7,5
/GTZAN/reggae.00085.wav,four,4,2
/MAG/00356.wav,five,5,7
/MAG/00486.wav,three,3,6
/MAG/00287.wav,three,3,6
/OWN/0008.wav,five,5,7
/GTZAN/jazz.00031.wav,four,4,2
/GTZAN/metal.00017.wav,four,4,2
/GTZAN/rock.00035.wav,four,4,2
/GTZAN/metal.00075.wav,four,4,2
/FMA/085438.wav,three,3,6
/MAG/00587.wav,three,3,6
/GTZAN/disco.00040.wav,four,4,2
/MAG/00538.wav,three,3,6
/FMA/075883.wav,three,3,6
/FMA/047477.wav,three,3,6
/GTZAN/classical.00001.wav,three,3,6
/GTZAN/hiphop.00003.wav,four,4,2
/GTZAN/jazz.00066.wav,four,4,2
/MAG/00546.wav,three,3,6
/MAG/00677.wav,three,3,6
/OWN/0018.wav,five,5,7
/MAG/00378.wav,seven,7,5
/MAG/00131.wav,three,3,6
/GTZAN/reggae.00047.wav,four,4,2
/FMA/005380.wav,four,4,2
/MAG/00307.wav,three,3,6
/FMA/043773.wav,three,3,6
/GTZAN/metal.00065.wav,four,4,2
/FMA/009749.wav,four,4,2
/FMA/006390.wav,five,5,7
/GTZAN/disco.00044.wav,four,4,2
/FMA/060753.wav,seven,7,5
/MAG/00562.wav,three,3,6
/GTZAN/country.00024.wav,four,4,2
/GTZAN/reggae.00083.wav,four,4,2
/GTZAN/jazz.00010.wav,three,3,6
/FMA/048369.wav,five,5,7
/OWN/0146.wav,seven,7,5
/MAG/00835.wav,three,3,6
/GTZAN/country.00053.wav,four,4,2
/GTZAN/country.00019.wav,four,4,2
/FMA/090721.wav,three,3,6
/FMA/005269.wav,four,4,2
/MAG/00921.wav,three,3,6
/FMA/130950.wav,three,3,6
/MAG/00909.wav,three,3,6
/FMA/121768.wav,seven,7,5
/MAG/00317.wav,three,3,6
/GTZAN/disco.00075.wav,four,4,2
/GTZAN/metal.00040.wav,four,4,2
/MAG/00032.wav,three,3,6
/GTZAN/hiphop.00042.wav,four,4,2
/FMA/074373.wav,three,3,6
/GTZAN/metal.00079.wav,four,4,2
/FMA/127868.wav,three,3,6
/GTZAN/reggae.00001.wav,four,4,2
/GTZAN/reggae.00049.wav,four,4,2
/MAG/00152.wav,three,3,6
/MAG/00714.wav,three,3,6
/GTZAN/metal.00076.wav,four,4,2
/GTZAN/metal.00091.wav,four,4,2
/MAG/00815.wav,three,3,6
/GTZAN/reggae.00079.wav,four,4,2
/FMA/006529.wav,four,4,2
/FMA/132454.wav,three,3,6
/FMA/006530.wav,four,4,2
/GTZAN/blues.00088.wav,four,4,2
/MAG/00313.wav,three,3,6
/MAG/00346.wav,five,5,7
/FMA/130932.wav,three,3,6
/GTZAN/country.00016.wav,four,4,2
/MAG/00271.wav,three,3,6
/FMA/004684.wav,four,4,2
/MAG/00489.wav,three,3,6
/FMA/037785.wav,three,3,6
/FMA/004781.wav,four,4,2
/GTZAN/jazz.00009.wav,three,3,6
/MAG/00035.wav,three,3,6
/MAG/00566.wav,three,3,6
/GTZAN/hiphop.00044.wav,four,4,2
/GTZAN/disco.00036.wav,four,4,2
/FMA/005277.wav,four,4,2
/MAG/00743.wav,three,3,6
/MAG/00435.wav,three,3,6
/FMA/115926.wav,three,3,6
/FMA/007481.wav,four,4,2
